row_id,mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,car_name_raw,horsepower_missing,split
279,31.5,4,89.0,71.0,1990.0,14.9,78,2,volkswagen scirocco,volkswagen scirocco,0,train
280,29.5,4,98.0,68.0,2135.0,16.6,78,3,honda accord lx,honda accord lx,0,train
281,21.5,6,231.0,115.0,3245.0,15.4,79,1,pontiac lemans v6,pontiac lemans v6,0,train
282,19.8,6,200.0,85.0,2990.0,18.2,79,1,mercury zephyr 6,mercury zephyr 6,0,train
283,22.3,4,140.0,88.0,2890.0,17.3,79,1,ford fairmont 4,ford fairmont 4,0,train
284,20.2,6,232.0,90.0,3265.0,18.2,79,1,amc concord dl 6,amc concord dl 6,0,train
285,20.6,6,225.0,110.0,3360.0,16.6,79,1,dodge aspen 6,dodge aspen 6,0,train
286,17.0,8,305.0,130.0,3840.0,15.4,79,1,chevrolet caprice classic,chevrolet caprice classic,0,test
287,17.6,8,302.0,129.0,3725.0,13.4,79,1,ford ltd landau,ford ltd landau,0,train
288,16.5,8,351.0,138.0,3955.0,13.2,79,1,mercury grand marquis,mercury grand marquis,0,train
289,18.2,8,318.0,135.0,3830.0,15.2,79,1,dodge st. regis,dodge st. regis,0,train
290,16.9,8,350.0,155.0,4360.0,14.9,79,1,buick estate wagon (sw),buick estate wagon (sw),0,train
291,15.5,8,351.0,142.0,4054.0,14.3,79,1,ford country squire (sw),ford country squire (sw),0,train
292,19.2,8,267.0,125.0,3605.0,15.0,79,1,chevrolet malibu classic (sw),chevrolet malibu classic (sw),0,train
293,18.5,8,360.0,150.0,3940.0,13.0,79,1,chrysler lebaron town @ country (sw),chrysler lebaron town @ country (sw),0,test
294,31.9,4,89.0,71.0,1925.0,14.0,79,2,volkswagen rabbit custom,vw rabbit custom,0,train
295,34.1,4,86.0,65.0,1975.0,15.2,79,3,mazda glc deluxe,maxda glc deluxe,0,test
296,35.7,4,98.0,80.0,1915.0,14.4,79,1,dodge colt hatchback custom,dodge colt hatchback custom,0,train
297,27.4,4,121.0,80.0,2670.0,15.0,79,1,amc spirit dl,amc spirit dl,0,train
298,25.4,5,183.0,77.0,3530.0,20.1,79,2,mercedes-benz 300d,mercedes benz 300d,0,train
299,23.0,8,350.0,125.0,3900.0,17.4,79,1,cadillac eldorado,cadillac eldorado,0,test
300,27.2,4,141.0,71.0,3190.0,24.8,79,2,peugeot 504,peugeot 504,0,train
301,23.9,8,260.0,90.0,3420.0,22.2,79,1,oldsmobile cutlass salon brougham,oldsmobile cutlass salon brougham,0,train
302,34.2,4,105.0,70.0,2200.0,13.2,79,1,plymouth horizon,plymouth horizon,0,train
303,34.5,4,105.0,70.0,2150.0,14.9,79,1,plymouth horizon tc3,plymouth horizon tc3,0,train
304,31.8,4,85.0,65.0,2020.0,19.2,79,3,datsun 210,datsun 210,0,train
305,37.3,4,91.0,69.0,2130.0,14.7,79,2,fiat strada custom,fiat strada custom,0,train
306,28.4,4,151.0,90.0,2670.0,16.0,79,1,buick skylark limited,buick skylark limited,0,train
307,28.8,6,173.0,115.0,2595.0,11.3,79,1,chevrolet citation,chevrolet citation,0,train
308,26.8,6,173.0,115.0,2700.0,12.9,79,1,oldsmobile omega brougham,oldsmobile omega brougham,0,test
309,33.5,4,151.0,90.0,2556.0,13.2,79,1,pontiac phoenix,pontiac phoenix,0,train
310,41.5,4,98.0,76.0,2144.0,14.7,80,2,volkswagen rabbit,vw rabbit,0,train
311,38.1,4,89.0,60.0,1968.0,18.8,80,3,toyota corolla tercel,toyota corolla tercel,0,train
312,32.1,4,98.0,70.0,2120.0,15.5,80,1,chevrolet chevette,chevrolet chevette,0,train
313,37.2,4,86.0,65.0,2019.0,16.4,80,3,datsun 310,datsun 310,0,test
314,28.0,4,151.0,90.0,2678.0,16.5,80,1,chevrolet citation,chevrolet citation,0,train
315,26.4,4,140.0,88.0,2870.0,18.1,80,1,ford fairmont,ford fairmont,0,train
316,24.3,4,151.0,90.0,3003.0,20.1,80,1,amc concord,amc concord,0,train
317,19.1,6,225.0,90.0,3381.0,18.7,80,1,dodge aspen,dodge aspen,0,train
318,34.3,4,97.0,78.0,2188.0,15.8,80,2,audi 4000,audi 4000,0,train
319,29.8,4,134.0,90.0,2711.0,15.5,80,3,toyota corona liftback,toyota corona liftback,0,test
320,31.3,4,120.0,75.0,2542.0,17.5,80,3,mazda 626,mazda 626,0,train
321,37.0,4,119.0,92.0,2434.0,15.0,80,3,datsun 510 hatchback,datsun 510 hatchback,0,train
322,32.2,4,108.0,75.0,2265.0,15.2,80,3,toyota corolla,toyota corolla,0,train
323,46.6,4,86.0,65.0,2110.0,17.9,80,3,mazda glc,mazda glc,0,train
324,27.9,4,156.0,105.0,2800.0,14.4,80,1,dodge colt,dodge colt,0,train
325,40.8,4,85.0,65.0,2110.0,19.2,80,3,datsun 210,datsun 210,0,train
326,44.3,4,90.0,48.0,2085.0,21.7,80,2,volkswagen rabbit c (diesel),vw rabbit c (diesel),0,train
327,43.4,4,90.0,48.0,2335.0,23.7,80,2,volkswagen dasher (diesel),vw dasher (diesel),0,train
328,36.4,5,121.0,67.0,2950.0,19.9,80,2,audi 5000s (diesel),audi 5000s (diesel),0,train
329,30.0,4,146.0,67.0,3250.0,21.8,80,2,mercedes-benz 240d,mercedes-benz 240d,0,train
330,44.6,4,91.0,67.0,1850.0,13.8,80,3,honda civic 1500 gl,honda civic 1500 gl,0,train
331,40.9,4,85.0,92.0,1835.0,17.3,80,2,renault lecar deluxe,renault lecar deluxe,1,train
332,33.8,4,97.0,67.0,2145.0,18.0,80,3,subaru dl,subaru dl,0,train
333,29.8,4,89.0,62.0,1845.0,15.3,80,2,volkswagen rabbit,vokswagen rabbit,0,train
334,32.7,6,168.0,132.0,2910.0,11.4,80,3,datsun 280-zx,datsun 280-zx,0,train
335,23.7,3,70.0,100.0,2420.0,12.5,80,3,mazda rx-7 gs,mazda rx-7 gs,0,train
336,35.0,4,122.0,88.0,2500.0,15.1,80,2,triumph tr7 coupe,triumph tr7 coupe,0,train
337,23.6,4,140.0,92.0,2905.0,14.3,80,1,ford mustang cobra,ford mustang cobra,1,train
338,32.4,4,107.0,72.0,2290.0,17.0,80,3,honda accord,honda accord,0,test
339,27.2,4,135.0,84.0,2490.0,15.7,81,1,plymouth reliant,plymouth reliant,0,train
340,26.6,4,151.0,84.0,2635.0,16.4,81,1,buick skylark,buick skylark,0,train
341,25.8,4,156.0,92.0,2620.0,14.4,81,1,dodge aries wagon (sw),dodge aries wagon (sw),0,train
342,23.5,6,173.0,110.0,2725.0,12.6,81,1,chevrolet citation,chevrolet citation,0,test
343,30.0,4,135.0,84.0,2385.0,12.9,81,1,plymouth reliant,plymouth reliant,0,train
344,39.1,4,79.0,58.0,1755.0,16.9,81,3,toyota starlet,toyota starlet,0,train
345,39.0,4,86.0,64.0,1875.0,16.4,81,1,plymouth champ,plymouth champ,0,train
346,35.1,4,81.0,60.0,1760.0,16.1,81,3,honda civic 1300,honda civic 1300,0,train
347,32.3,4,97.0,67.0,2065.0,17.8,81,3,subaru,subaru,0,train
348,37.0,4,85.0,65.0,1975.0,19.4,81,3,datsun 210 mpg,datsun 210 mpg,0,train
349,37.7,4,89.0,62.0,2050.0,17.3,81,3,toyota tercel,toyota tercel,0,train
350,34.1,4,91.0,68.0,1985.0,16.0,81,3,mazda glc 4,mazda glc 4,0,train
351,34.7,4,105.0,63.0,2215.0,14.9,81,1,plymouth horizon 4,plymouth horizon 4,0,test
352,34.4,4,98.0,65.0,2045.0,16.2,81,1,ford escort 4w,ford escort 4w,0,test
353,29.9,4,98.0,65.0,2380.0,20.7,81,1,ford escort 2h,ford escort 2h,0,train
354,33.0,4,105.0,74.0,2190.0,14.2,81,2,volkswagen jetta,volkswagen jetta,0,train
355,34.5,4,100.0,92.0,2320.0,15.8,81,2,renault 18i,renault 18i,1,train
356,33.7,4,107.0,75.0,2210.0,14.4,81,3,honda prelude,honda prelude,0,train
357,32.4,4,108.0,75.0,2350.0,16.8,81,3,toyota corolla,toyota corolla,0,train
358,32.9,4,119.0,100.0,2615.0,14.8,81,3,datsun 200sx,datsun 200sx,0,train
359,31.6,4,120.0,74.0,2635.0,18.3,81,3,mazda 626,mazda 626,0,train
360,28.1,4,141.0,80.0,3230.0,20.4,81,2,peugeot 505s turbo diesel,peugeot 505s turbo diesel,0,train
361,30.7,6,145.0,76.0,3160.0,19.6,81,2,volvo diesel,volvo diesel,0,train
362,25.4,6,168.0,116.0,2900.0,12.6,81,3,toyota cressida,toyota cressida,0,train
363,24.2,6,146.0,120.0,2930.0,13.8,81,3,datsun 810 maxima,datsun 810 maxima,0,train
364,22.4,6,231.0,110.0,3415.0,15.8,81,1,buick century,buick century,0,train
365,26.6,8,350.0,105.0,3725.0,19.0,81,1,oldsmobile cutlass ls,oldsmobile cutlass ls,0,train
366,20.2,6,200.0,88.0,3060.0,17.1,81,1,ford granada gl,ford granada gl,0,train
367,17.6,6,225.0,85.0,3465.0,16.6,81,1,chrysler lebaron salon,chrysler lebaron salon,0,train
368,28.0,4,112.0,88.0,2605.0,19.6,82,1,chevrolet cavalier,chevrolet cavalier,0,test
369,27.0,4,112.0,88.0,2640.0,18.6,82,1,chevrolet cavalier wagon,chevrolet cavalier wagon,0,train
370,34.0,4,112.0,88.0,2395.0,18.0,82,1,chevrolet cavalier 2-door,chevrolet cavalier 2-door,0,train
371,31.0,4,112.0,85.0,2575.0,16.2,82,1,pontiac j2000 se hatchback,pontiac j2000 se hatchback,0,test
372,29.0,4,135.0,84.0,2525.0,16.0,82,1,dodge aries se,dodge aries se,0,train
373,27.0,4,151.0,90.0,2735.0,18.0,82,1,pontiac phoenix,pontiac phoenix,0,train
374,24.0,4,140.0,92.0,2865.0,16.4,82,1,ford fairmont futura,ford fairmont futura,0,test
375,23.0,4,151.0,92.0,3035.0,20.5,82,1,amc concord dl,amc concord dl,1,train
376,36.0,4,105.0,74.0,1980.0,15.3,82,2,volkswagen rabbit l,volkswagen rabbit l,0,test
377,37.0,4,91.0,68.0,2025.0,18.2,82,3,mazda glc custom l,mazda glc custom l,0,train
378,31.0,4,91.0,68.0,1970.0,17.6,82,3,mazda glc custom,mazda glc custom,0,test
379,38.0,4,105.0,63.0,2125.0,14.7,82,1,plymouth horizon miser,plymouth horizon miser,0,train
380,36.0,4,98.0,70.0,2125.0,17.3,82,1,mercury lynx l,mercury lynx l,0,train
381,36.0,4,120.0,88.0,2160.0,14.5,82,3,nissan stanza xe,nissan stanza xe,0,test
382,36.0,4,107.0,75.0,2205.0,14.5,82,3,honda accord,honda accord,0,train
383,34.0,4,108.0,70.0,2245.0,16.9,82,3,toyota corolla,toyota corolla,0,train
384,38.0,4,91.0,67.0,1965.0,15.0,82,3,honda civic,honda civic,0,test
385,32.0,4,91.0,67.0,1965.0,15.7,82,3,honda civic (auto),honda civic (auto),0,train
386,38.0,4,91.0,67.0,1995.0,16.2,82,3,datsun 310 gx,datsun 310 gx,0,train
387,25.0,6,181.0,110.0,2945.0,16.4,82,1,buick century limited,buick century limited,0,test
388,38.0,6,262.0,85.0,3015.0,17.0,82,1,oldsmobile cutlass ciera (diesel),oldsmobile cutlass ciera (diesel),0,train
389,26.0,4,156.0,92.0,2585.0,14.5,82,1,chrysler lebaron medallion,chrysler lebaron medallion,0,train
390,22.0,6,232.0,112.0,2835.0,14.7,82,1,ford granada l,ford granada l,0,test
391,32.0,4,144.0,96.0,2665.0,13.9,82,3,toyota celica gt,toyota celica gt,0,train
392,36.0,4,135.0,84.0,2370.0,13.0,82,1,dodge charger 2.2,dodge charger 2.2,0,train
393,27.0,4,151.0,90.0,2950.0,17.3,82,1,chevrolet camaro,chevrolet camaro,0,train
394,27.0,4,140.0,86.0,2790.0,15.6,82,1,ford mustang gl,ford mustang gl,0,test
395,44.0,4,97.0,52.0,2130.0,24.6,82,2,volkswagen pickup,vw pickup,0,test
396,32.0,4,135.0,84.0,2295.0,11.6,82,1,dodge rampage,dodge rampage,0,train
397,28.0,4,120.0,79.0,2625.0,18.6,82,1,ford ranger,ford ranger,0,test
398,31.0,4,119.0,82.0,2720.0,19.4,82,1,chevrolet s-10,chevy s-10,0,train
